"Data Source","World Development Indicators",

"Last Updated Date","2017-08-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Czech Republic","CZE","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4019.5","4091.7","4179.6","4192.7","4132.7","3968.1","4346.6","3906","4508.6","4326.5","3941.6","5446.2","4743.3","4161.2","4525.1","5364.8","5075.7","4697.7","5594.7","4531.4","5311.6","6222.4","","",
"Germany","DEU","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2417.4","2962.2","2925.2","3120.8","2852.2","2878","3483.3","3619.6","3447.5","3179.6","3788.6","3770.2","3873.4","4178.8","3864.4","3495.7","3885.2","4285.2","4108.3","4227.6","4161.6","4568.3","4362.6","5036.6","5072.7","5084.8","4898.4","5173.7","5203.6","5411.1","5986.1","5335.6","5710.5","5827.6","6107.7","6281.8","6475","6339.2","6697.7","6452.9","7052","6251.5","5749.1","7357.2","6723.2","6486.6","6182.9","7118.8","7199.4","6718.4","6458.3","6964.9","7318","8050.3","","",
"Djibouti","DJI","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","2500","2500","2500","2333.3","1750","1666.7","1500","1538.5","1333.3","1666.7","1641.3","1645.3","1650","1655.6","1666.7","1681.6","1703.2","1724.8","1768.6","1833.3","1714.3","1666.7","1666.7","1657.1","1500","1666.7","1738.6","1781.6","1818.6","1850.9","1882.9","2000","2000","1937.9","","",
"Dominica","DMA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1181.8","1181.8","1217.4","1217.4","1250","1250","1280","1280","1230.8","1230.8","1259.3","1259.3","1285.7","1285.7","1266.7","1333.3","1333.3","1333.3","1419.4","1437.5","1424.2","1411.8","1388.9","1352.9","1333.3","1200","1384.6","1333.3","1333.3","1363.6","1338.6","1338.4","1333.3","1340.1","1343","1346","1349.1","1352.4","1355.9","1355.9","1357.8","1362.7","1333.3","1376.9","1357.1","1404.9","1448.3","1437.1","1436.6","1416.7","1400","1666.7","1666.7","1626","","",
"Denmark","DNK","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","3383.5","3750.6","3505.7","3963.4","3890.6","3714.4","3756.9","4026.4","3975.6","3583.8","3999.7","3977.2","3765","4190.1","3635.7","3302.4","4050.9","4060.5","4156.1","3892.5","4071.4","4521.3","3757.5","5555.4","4970.8","5049","4792.6","5084.2","5632.3","6117.9","5911.6","4314.2","5677.6","5530.6","6291.2","6052.6","6207.2","6100.1","5862.1","6216","6126.6","5761.8","6096.6","6013.1","6153.4","5778.4","5675.8","6017.4","6779","5875.9","5886.5","6309.7","6316.6","6752.1","","",
"Dominican Republic","DOM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1758.3","1788.6","1842.8","1990.2","2057.7","2196.3","1970.1","1948.9","2162.6","2378.5","2653.8","2892.6","3025.1","3208.7","2377.4","2603","2568","2780.1","2922.5","3005.1","3145.4","3753.9","3966","3463.7","3617.2","3754.8","3705.8","3499.2","3726.2","3996.2","4130.8","4108.4","4014.8","3356","3847.3","3755.2","4187.6","3581.4","3995.7","4138.8","4304.8","4343.4","3995","3819.4","3813.8","4262.9","4368.1","4482.1","3954.3","4246.4","4605.6","3747.7","4031.5","4007.2","","",
"Algeria","DZA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","346.2","814","803.8","530.2","606.3","403.9","631.4","705.2","614.9","637.5","587.8","671.7","493.7","497.9","845.2","690.5","410.9","586.1","561.5","760.4","646.2","593.3","579.5","547.4","912.5","837.2","759.9","574.1","760.4","687.7","1114.6","943.3","741.7","749.4","829.5","1337.8","779.8","846.3","1069.9","883.3","1106.9","1058.6","1470.3","1344.1","1500.8","1503.6","1253.5","1034","1653.9","1401.1","1442.4","1677.6","1813.1","1369.2","","",
"East Asia & Pacific (excluding high income)","EAP","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1288.19500782036","1393.91244839458","1525.22474951152","1612.13113891526","1692.9634081121","1776.7188781371","1828.52852592139","1849.89809887288","1859.29733675314","2051.81785913856","2088.37302230692","2026.09990976676","2163.0129954105","2250.0183608549","2314.1034145174","2367.27454910243","2311.0078878075","2548.90262375163","2739.15460513259","2705.36841942469","2834.63235331871","3129.87826758099","3305.77288830656","3491.87466750704","3398.36255152158","3458.04569359401","3516.7513717891","3484.18654228337","3575.54803590505","3793.78488305036","3775.26922558897","3867.07682380831","4020.23429269569","3984.02409900134","4066.04381623254","4241.50864921891","4193.95479089131","4294.52541018554","4288.04043756567","4198.40123216146","4241.34942458264","4327.47732017456","4328.56137175333","4561.67694985976","4604.70095799016","4744.30884956617","4719.03986227165","4893.73755826886","4850.07922203089","4907.91716645438","5050.73373225466","5171.77840504764","5220.8080719174","5257.19108828393","","",
"Early-demographic dividend","EAR","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1059.85232178373","1082.16381769003","1121.43644458079","1133.50255788789","1055.66178940873","1068.53254370295","1177.06814855374","1180.07592548502","1224.763734599","1276.28192907002","1312.72252781943","1292.43840815589","1314.27932699928","1327.92295905794","1450.68791412788","1439.14092927417","1523.27573655546","1586.91153436524","1515.86738563153","1619.42417380511","1720.75306690633","1697.95109127519","1762.45698722596","1793.52414750081","1839.50561836796","1869.13365126328","1854.46683434609","1972.09570092332","2013.2303441331","2074.46771927585","2115.81291900496","2178.48203770594","2279.18658628893","2254.44900836533","2248.92749522643","2324.82361739739","2369.18212276555","2437.83849424515","2466.40561929532","2543.76124748189","2580.28710002264","2542.88973288193","2639.27524795644","2666.12874530711","2769.00019667923","2808.32466375363","2901.58028557062","2970.6629355187","2967.09023855516","3046.1880683979","3135.60617114811","3211.63278788388","3273.43226828653","3272.6099064496","","",
"East Asia & Pacific","EAS","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1415.81059983315","1512.85402319352","1628.77423829012","1710.97988389149","1759.26980491954","1865.10174621138","1874.33971641337","1925.34832319782","1920.24698702228","2098.62718009635","2117.45868934042","2048.43795519635","2193.01913552961","2282.97462562115","2347.53065414682","2382.55141705495","2302.96334420078","2570.95338452036","2713.87635116877","2604.470403933","2755.5660243384","2964.36608230099","3175.9340041362","3355.21677585178","3260.09722847978","3335.27491547291","3392.45783579489","3388.58336262239","3477.83249254193","3674.85854326202","3662.9264137807","3756.09534324211","3867.00432381111","3829.526118537","3911.33905196179","4073.46609455757","4022.72954835272","4094.38805492575","4108.87092079246","4000.9127143603","4061.92467484881","4004.26176174895","4070.463819277","4229.47108652998","4340.04527938455","4351.70663794153","4331.17612680073","4529.27264945807","4504.31221188674","4573.61398593585","4748.69892150474","4868.26787853188","4913.54996515769","4958.45610424284","","",
"Europe & Central Asia (excluding high income)","ECA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1231.76068409365","1302.18612904944","1457.66673726242","1389.51884622983","1475.85014621159","1677.77200073511","1691.63402625005","1549.56760832317","1638.78118117019","1574.52547389425","1958.19991417836","2033.8702254448","1791.45976016224","1761.48264787395","2044.93694862233","2380.31785780265","2287.44757237961","2305.17747863157","2374.60830063535","2370.52155775929","2297.11995733271","2618.89904595181","2340.23472447889","2571.41109702612","2359.66055956559","2617.43146729232","2475.81973464114","2670.50182450122","2380.40774992408","2596.56903229181","2670.55436035683","1915.19265891967","1885.96628728858","1695.85697760756","1605.32077554996","1588.11683196849","1985.55916248017","1707.35383710135","1825.65545507422","1747.76784453013","2128.18630959039","2147.46086371885","1906.70278486045","2251.46080625288","2191.07484259986","2213.75378847739","2068.94734692118","2563.42634888529","2472.19491262659","2240.78581744392","2746.96430501781","2217.49559322713","2760.9409300166","2887.75204356186","","",
"Europe & Central Asia","ECS","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1813.67612467688","1974.74363506009","2014.3221050699","2056.88191389366","2157.24061193473","2186.41703914701","2412.41760177946","2404.67474735926","2440.93335093499","2337.10475398937","2751.64624560093","2794.7177020352","2817.81493127613","2920.07991505608","2831.75883550744","2840.28237306876","2989.74369796231","3228.27611933234","3109.56656244874","3321.69299292737","3193.75698972714","3482.86796598863","3326.36151040602","3925.63509425164","3693.4481042079","3695.54746356328","3692.34917262582","3853.00401182457","3827.61201676762","3918.60953369127","4093.72408091707","2573.27306337683","2620.72934919671","2510.44183521585","2513.92076619063","2686.1663665247","2928.24467483836","2922.49721351797","2943.24024569849","2882.47332524307","3083.937665401","3142.7187492916","2869.71701028074","3393.545666794","3173.89987483293","3123.84793713115","3053.91368337192","3541.61541213299","3429.95473643104","3275.06985810066","3587.89239656835","3244.56723225286","3678.93651341899","3910.43709428417","","",
"Ecuador","ECU","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1010.7","925","986.5","768.7","958.8","1007.2","893.2","823.3","1074","1093","961.9","922.1","1229.2","1283.2","1414.4","1352.7","1368.5","1377","1492.3","1639.6","1768","1880.1","1566","1851.3","1929.3","1379.6","1519.8","1708.4","1756.1","1723.6","1673.9","1775.8","1959.8","2062.7","1926.8","1856.8","1884.2","1954.9","2123.1","2234.6","1899.4","2443.9","2617.3","2922.2","2841.6","2830","3144","2980.3","2965.5","3106.2","2605.4","3257.6","2909.9","3525.8","","",
"Egypt, Arab Rep.","EGY","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2905.7","3259.6","3312.8","3330.1","3775.6","3565.5","3557.3","3627.1","3716.6","3911.8","3911.5","3951.3","4080","3840.4","3978.1","3941.1","3923.8","4019.3","3964.2","4094.5","4100.5","4203.7","4321.1","4347.5","4539.2","4696.2","4891.6","5028.8","5337.7","5702.9","5613","5898.5","5995.1","5861.1","5903.7","6499.1","6605.5","6797.4","7166.6","7280.1","7099.4","7445.6","7515.4","7556.2","7536.9","7500.2","7418.5","7452.2","7158.3","6504.3","7246.4","7269","7285.3","7230.8","","",
"Euro area","EMU","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1951.51991615521","2207.96000608397","2202.523798532","2274.63831501309","2339.34830594603","2325.8561888054","2707.6357233575","2739.58721678258","2741.74216098029","2625.48611917454","3065.70711050301","3070.06055979031","3184.07784792263","3261.51104403485","3140.56900369987","2954.96662551358","3231.99166180228","3587.16999067113","3458.57958888969","3776.34473760582","3524.54087101325","3773.66545175905","3687.47581636249","4443.38055495292","4315.50014260071","4091.78160630324","4240.94689960362","4507.36025199183","4428.85347153621","4490.14127563104","4816.46221727921","4395.1278849453","4672.906664003","4637.17631011254","4559.03290170416","5182.16784230038","5048.17609648457","5313.51150943722","5181.38769718804","5376.0498308426","5239.46698261929","5371.60305961242","4801.62380396916","5883.88434165816","5229.40051356762","5248.74551269844","5324.34952615079","5777.30820941595","5697.12656377776","5474.70631906931","5548.3168875184","5599.24733204704","5866.9322380138","6120.38299659446","","",
"Eritrea","ERI","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2","767","416","264.9","265.5","959.7","746.6","377.2","637.1","158.2","261","275.3","758.2","798.5","938.5","252.2","500.1","512.3","575.8","591.2","658.6","599.8","","",
"Spain","ESP","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1082.5","1278.7","1303.1","1178.5","1250.7","1327.6","1480.6","1569.1","1558.1","1380.3","1840.5","1611.1","1595.1","1765.6","1974.3","1766.2","1925.2","2174.7","1907.8","2479.9","1571.3","1764.3","1851.1","2772.1","2762.2","2143.1","2626.8","3017.9","2491.5","2484.5","2489.1","1955.2","2717.8","2348.5","1729.8","3303.3","2764.5","3396","2705.2","3603.8","2805.1","3222.5","3251.7","3750.1","2159.3","3028.2","3933.9","3573.5","2944.8","3291.5","3691.8","2842.5","4048.2","3246.1","","",
"Estonia","EST","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1303.7","2161","1597","1687.3","2182.9","1992","1630.7","1251.3","2114.7","2037","2016.7","1921.7","2330.3","2694.4","2209.9","3009.5","2794.1","2760.5","2464.7","2597","3412","3135.6","3669.6","","",
"Ethiopia","ETH","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","714.6","702.3","704","723.5","732.3","741","744.4","724.3","761.6","770.5","784.5","803.5","827.3","812.1","853.1","1063.7","1035.5","897.3","1123.7","1260.7","1190.7","1165","1335.8","1169.8","880.6","965.6","1152.9","1214.1","1172.2","1238.1","1307.5","1155.8","1313","974.5","1033.5","1213.6","1263.9","1140.9","1124.6","1116.3","1198","1353.7","1123.3","1162.6","1361.4","1563.3","1439","1446.3","1682.5","1832.8","1961.6","2046.8","2193.1","2325.4","","",
"European Union","EUU","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1977.64138652342","2143.26766528502","2151.33574034789","2245.60097278813","2365.2296740849","2375.49665306713","2640.45215455525","2644.84662639023","2679.94076653359","2568.60345535716","2997.68756397738","3074.76092585729","3138.75401566298","3257.98368959246","3096.09195376792","3062.7008612363","3251.44858857919","3524.36989847315","3375.3678970017","3631.09994783899","3483.38898709485","3807.03883422716","3645.59066657941","4343.65029052793","4085.64354901125","4048.48989208228","4045.99863415269","4221.3496217145","4291.81403225753","4311.76710892283","4531.29949677832","3900.67226400114","4104.87108907696","4125.03453196047","4257.52940867879","4545.56186453326","4597.99327962239","4653.51459023878","4659.49163409858","4535.30147361164","4642.33146094908","4737.34753713922","4293.12540931978","5328.99577131777","4835.7013675303","4696.98783382944","4588.33233054904","5231.35388578712","5079.19150431582","4971.27517698815","5131.87746779274","4905.54978529066","5340.88997177819","5734.16641072296","","",
"Fragile and conflict affected situations","FCS","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","940.265588965047","988.943609404081","953.349933657921","978.024495005414","982.702930790899","914.300660291782","1031.69464625854","1050.54136625282","1086.17048619235","976.72991017357","1044.36078201593","1095.06267139034","975.376906973091","1077.36843513133","1043.01684930894","1083.02250610001","1018.92899485823","1096.38407192402","1060.07943177328","1229.27042378502","1318.94127191957","1198.3253051837","1134.06833121268","1118.43833422533","1211.01508821335","1218.99253916032","1139.15653248134","1217.31364676884","1057.2938064657","1164.54802089329","1124.81336241111","1098.05571638928","1160.14172747347","1172.68322728051","1170.30511367973","1295.5624636387","1151.06496856005","1249.60270990866","1252.22289092532","1272.33960421432","1384.85352791482","1367.84222284604","1401.23142111319","1499.02266698871","1351.78302427165","1557.31480833304","1587.62155030869","1489.28742053126","1636.19103894514","1623.88568992938","1483.01965728463","1636.03459861392","1565.5295475632","1506.07528671093","","",
"Finland","FIN","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1883.4","1363.6","1799.2","1581.3","2007.9","1780.6","1990.7","2082.1","2286.3","2396.6","2568","2460.5","2241","2183.3","2625.4","2951.8","2431.4","2446.7","2636.8","2823.4","2072.9","2922.3","3180.1","3059.2","2904.3","2941.4","1920","2326.8","3190.2","3543.1","3347.7","2845.8","3606.5","3587.2","3409","3438","3410.1","2402.8","2541.2","3498.7","3164.4","3295","3178","3210.6","3422.9","3288.7","3654.7","3542.3","3760.4","3135.5","3516.2","3533.6","3689.5","3692.1","","",
"Fiji","FJI","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1761.1","1765.2","1811.7","1785.4","1783","1726.3","1756.7","2040.7","1841.6","1865.3","1920.4","1938.1","2059.7","1935.5","2240.8","2302","1930.1","1854.4","2017.7","1925.6","2069.5","2118.5","1844.7","2140.5","2408.2","2181.8","1922.8","2378.2","2370.6","2181","2316.9","2154.1","2275.6","2301.2","2648.7","2103.9","2241.9","754.6","2706.4","2433.9","2341.7","2360.1","2330.4","2311.6","2347.5","2283.5","2652.4","2266.1","2814","2450.9","2422","2390.8","2418.7","2406.1","","",
"France","FRA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2275.9","2689.7","2769.4","2823.4","3106.5","2908.1","3476.7","3570.9","3532.1","3374.4","3875.5","4168.7","4407.5","4179.3","3696.6","3440.8","4051.4","4630.5","4516","4854.2","4729.1","5007.5","4949.9","5976.8","5742.8","5301.6","5706.2","6080.8","6099.1","6082.6","6538","6488.2","6513.2","6542.3","6457.8","7081","6889.8","7390.5","7267.6","7239.7","6739.1","7468.3","6133.9","7538.2","6981.3","6831.9","6552.3","7288.3","7455.5","6711.1","6621.3","7267.9","7161.1","7634.3","","",
"Faroe Islands","FRO","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1233.4","1239","1232.6","1232.8","1193.5","1227.7","1227.8","1227.9","1228.2","1228.8","1229.6","1230.7","1240.4","1258.6","1277.2","1292.7","1192.9","1368.5","1420.2","1470.2","1519.7","1670","1669","1595.9","","",
"Gabon","GAB","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1587.2","1513.9","1598.1","1594.3","1602.6","1512.8","1514.9","1503.6","1502.3","1465.5","1463.6","1511.1","1534","1494.3","1396.4","1486.7","1511.7","1503","1554.4","1525.4","1456.5","1500","1523.8","1545.6","1453.2","1473.8","1580","1615.1","1459.4","1588.2","1701.8","1550.1","1588.5","1658.4","1557.6","1591","1562.4","1583.7","1599.2","1630.3","1541.7","1449.7","1538.8","1561.1","1570.8","1580.6","1667","1610.8","1590.8","1598","1599.6","1604.6","1605.1","1604.9","","",
"United Kingdom","GBR","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","3176.5","3683.5","3484.3","3734.7","3750.1","3544.7","3828.7","3446.5","3670.8","3568.9","3926.2","4083.1","4077.7","4369.1","3812.4","3599.2","4513.3","4522.5","4497.2","4944.2","4933.1","5439","5377.5","6590.9","5592.1","6083.1","5506.1","5399.4","5866.7","6170.9","6467.7","6324.5","6424.4","6555.5","6872.3","7320.4","6695","6661.6","7043.6","7164.7","6291.7","7075.6","7029.4","7030.5","7196.1","7277.4","6633.4","7420.2","7030.6","6953","6984.6","6215","6629.6","7696.5","","",
"Georgia","GEO","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1997.8","1767.9","2015.6","2150.9","2492.9","2203.5","1592.8","2110.2","1362.5","2012.2","1860.1","2136.9","2003.4","2011.6","1583.8","2114.5","2090.3","1907.8","1271.3","2201.3","2181.5","2200.6","1999.6","","",
"Ghana","GHA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","816.4","809.6","788.2","777.6","809.2","1088.7","916.1","859.3","824.8","858.2","860.7","867.1","863.7","957.1","834.3","816.7","832","837.2","844.2","717.8","860","764","517.4","840.1","890.7","984.8","938.6","1095.8","1012.9","989.2","1220.8","1042.1","1340.2","1327.5","1354.1","1389.2","1321.7","1333.8","1297","1309.2","1186.1","1349","1396.4","1373.3","1432.3","1334.5","1317","1598.1","1659.8","1814.3","1594.2","1768.1","1688.8","1703.4","","",
"Gibraltar","GIB","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1340","1368.7","1256.7","1363.8","1303.7","1392.6","1409.7","1411.5","1412.4","1407.9","1435.1","1442.1","1437.5","1436","1439.5","1454.7","1437.4","1408.9","1434.5","1432.5","1450.8","1440.3","1456.6","1473.9","1501.5","1517.2","1528.6","1536.9","1492.8","1455.1","1421.9","1392.6","1405.3","1422.3","1454.8","1458.9","1463.2","1468.2","1473.7","1492.1","1483","1487.2","1484.8","1491.3","1495.6","1502","1514","1464.8","1484.1","1184.9","1226.6","1152.7","1190.3","1246.3","","",
"Gambia, The","GMB","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1075.3","1080.5","1039","1087.7","1064","1011.1","960.3","1040.4","1016.4","1109.1","1112.4","1042.3","1056.1","1043","990.7","813.3","805.8","1093.6","1197","1325.1","1329.4","1230.9","1251.4","1434.5","1262.4","1276.2","1117.7","1196.6","1112.9","1003.9","1108.3","1230.9","1181.5","1155.2","1028.3","1095.8","934.2","1027.9","1293","1295.8","1283.8","960.3","1200.9","1170.8","1040.3","1026.4","800.3","977.2","1051.7","1129.4","868.5","910.3","959.8","746.7","","",
"Guinea-Bissau","GNB","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","814.4","787.1","792.1","620.8","760","778.9","844.3","901.3","688.4","797.1","665.4","726.6","664.5","618.3","758.2","785.7","701.5","623.9","637.8","699.2","795.2","687.3","675.7","885.5","1244.1","1375.2","1530","1769.4","1520.7","1530.7","1614.5","1441.7","1431.6","1394.8","1402.2","1366.5","1110.3","1147.1","1037","1097","1004.9","1067.3","1101.1","1288.3","1534.1","1660.6","1346.1","1490.4","1626.7","1651.5","1537.9","1466.9","1333.6","1321.7","","",
"Equatorial Guinea","GNQ","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1265.6","1380","1291","1627.5","1652.6","1823.8","1950.1","1521.6","1717","2113.1","2142.5","2189.9","2201.9","2440.2","2424.5","2608.1","2061.6","2798.1","2635.8","3321.9","3312.5","3455","2929.5","3596.1","3015.6","3602.8","3714.5","3862.7","4022","3035.8","4124","3606.8","3553.2","3848","3750.7","3703.9","3789.2","3584.6","3667.4","3899.2","3845.6","3745.4","3693.3","4033.5","4033.9","3918.9","3925.8","4406.9","4106.3","4632.3","4264.3","4207.6","4375.7","4134","","",
"Grenada","GRD","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","873","873","873","873","873","871","871","871","883.3","883.3","877.2","865.4","855.6","769","878","911.1","906.3","908.2","907.6","894","1044.4","900","949.3","949.3","951.2","980","1000","1008","1003.9","992.3","1113.2","1021.2","989.7","991.4","983.3","1000","1000","1004.6","1004.4","1003.1","1002.2","997.9","1000","1000.7","984.4","1000","1000","1005.9","1007.4","1008.7","1009.4","1028.6","1000","1002.8","","",
"Greenland","GRL","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","822.1","871.5","856.3","912.5","960.5","901.6","875.7","1010.5","1046.9","1175.5","1142.3","1210.9","1631.6","1421.8","1639.8","1330.3","1323.3","1514.3","1760.4","1448.8","1524.1","1707.8","1874.3","1613.1","1659.6","1779.4","1608.8","1885.2","2042","1997.6","1810","1839.6","1813.3","1893.8","1910.8","1783.9","1489.8","1678.7","1737.2","1772.8","1825.5","1726.9","1630.5","1573.4","1372.1","1499.8","2454.4","2262","1975.1","1995.2","2001.4","2035.8","2081.4","2117.8","","",
"Guam","GUM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2200","2200","2340","2700","2666.7","2500","2500","2800","3100","2300","2500","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3666.7","3500","3400","2857.1","2500","2222.2","2000","2100","1650.7","1684","1717.4","1750.8","1784.1","1817.5","1850.9","1884.2","1917.6","1929.1","1966.2","2000","2028.1","2063.3","2099","2000","2333.3","2270.3","2312.4","2354.4","2396.6","2500","2500","2534.3","","",
"Guyana","GUY","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2013.8","2217.1","2017.9","2010.6","2052.9","2030.8","1898.5","1531.3","1688.9","1887.2","1821","1971.2","1821.1","2421.4","2173.2","1760.5","2577.5","2633","2651.9","2953.3","3116.3","3060.8","3221.5","3078.7","3261.5","3247.1","3189.2","3006.5","3320.7","2980.4","3156.2","3425.7","3348.8","3787.3","3917.1","3958.5","3964.1","4003.1","3791.1","3802.9","3947.9","4090","4155.6","4205.7","3861.7","4488.1","4222.6","4161.2","4346.2","4164.3","4336.5","4465.3","4935.9","5211.2","","",
"High income","HIC","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2155.31628487032","2341.83205046598","2421.78179262324","2354.77659362837","2549.27476704345","2582.09104219981","2668.26736339966","2735.9491660842","2858.38833237578","2758.69013565897","3121.67704145284","3158.05631828527","3138.38519738691","2913.24549971529","3081.600040827","3074.95038928179","3194.09756255444","3521.69135678012","3554.61866747851","3309.335334676","3539.367551315","3651.92232157508","3241.19707575893","3852.51091069148","3955.49239200897","3942.94069889272","3933.31216334512","3538.06638779758","3932.0912494423","4131.70910382332","4109.2638071693","4284.29724764036","3921.08420502761","4455.84300264617","4096.64843035334","4467.97750376476","4452.06197577807","4673.77148021455","4706.44382776164","4697.97651043831","4681.85702425517","4484.38512614746","4598.71341229833","5264.9926302819","5031.74431805296","4776.08718114482","4985.80032765396","5196.32031216985","5385.36755721993","5293.06946555612","5318.86802574307","4980.0448931762","5676.19873345992","5918.53010771286","","",
"Hong Kong SAR, China","HKG","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2016.8","1720.1","1840.8","1396.2","2436.2","1756.3","1933.1","1778.7","2365.4","2366.9","2288.8","2056.8","2226.5","1615.9","1792.4","1886.3","1882.7","1881.7","1515.2","2121.2","1500","1538.5","1333.3","2181.8","2500","2200","1250","3000","3000","2000","","","","","","","2000","2000","2000","1999.9","2000","2000","2000","2000","1999.9","","1999.9","2000","2000","2000","2000","2000","2000","2000","","",
"Honduras","HND","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1051.2","1077.6","1102.4","1129.2","1156.9","1211.6","1209.4","1209.3","1209.1","1209.2","1209.5","1210","1140.2","1215.3","1093.4","1000.7","924.8","952.2","1000.2","1131.7","1377","1282.3","1442.3","1343.8","1433","1363","1563.2","1289.4","1424.6","1468.5","1317","1328.5","1328.6","1310.8","1540.3","1578.9","1570","1089.9","1170.2","1368.1","1447.1","1341.7","1533.4","1388.2","1506.3","1522.3","1682.6","1680.4","1726.6","1660.2","1711.6","1646.8","1669.7","1725.9","","",
"Heavily indebted poor countries (HIPC)","HPC","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","799.371324466535","797.814421605172","793.637312947948","817.083791402056","797.71815194591","801.180995516674","849.09578147315","821.93629463481","857.530260614985","819.861759087114","832.13789501877","820.740761522593","844.467025467941","869.754684786683","912.550863430825","928.828078819516","889.399834916612","907.762989442136","919.177815370321","930.883344022832","949.097546484845","907.538916646502","920.099741978661","875.020508236463","917.744797413664","918.063276106923","920.407929441246","955.63857943671","933.223454317265","906.38933611002","947.088686878997","842.247336010447","915.999909105327","839.79751914768","910.097948616113","992.076918534481","910.505604015077","961.950030668242","1000.35778673083","958.988876244848","1009.1368573918","1025.15340243805","1003.16248718812","1031.92847535874","1034.18360526641","1132.30932908668","1154.93716520905","1143.650168306","1232.96307532004","1299.33063842051","1237.0222494063","1363.21756493969","1323.63537213507","1380.61388368626","","",
"Croatia","HRV","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3974.9","4257.8","4140.3","4368.3","4512.3","5013.6","4673.6","4609.3","3985.9","4701.3","5185.6","3410.1","4730.3","5592.8","5420.2","4558.1","6639.1","6109.8","5467.4","5230.9","4581.4","5454.9","6036.7","","",
